Sentence #,Word,Tag
39,report,0
39,for,0
39,last,0
39,year,unit
40,give,0
40,me,0
40,report,0
40,for,0
40,last,0
40,years,unit
41,give,0
41,me,0
41,report,0
41,for,0
41,last,0
41,hour,unit
42,give,0
42,me,0
42,report,0
42,for,0
42,last,0
42,hr,unit
43,give,0
43,me,0
43,report,0
43,for,0
43,last,0
43,day,unit
44,give,0
44,me,0
44,report,0
44,for,0
44,last,0
44,days,unit
45,give,0
45,me,0
45,report,0
45,for,0
45,last,0
45,week,unit
46,give,0
46,me,0
46,report,0
46,for,0
46,last,0
46,weeks,unit
47,give,0
47,me,0
47,report,0
47,for,0
47,last,0
47,month,unit
48,give,0
48,me,0
48,report,0
48,for,0
48,last,0
48,months,unit
49,give,0
49,me,0
49,report,0
49,for,0
49,last,0
49,year,unit
50,give,0
50,me,0
50,report,0
50,for,0
50,last,0
50,years,unit
51,give,0
51,me,0
51,report,0
51,for,0
51,last,0
51,hour,unit
52,give,0
52,me,0
52,report,0
52,for,0
52,last,0
52,hr,unit
53,give,0
53,me,0
53,report,0
53,for,0
53,last,0
53,day,unit
54,give,0
54,me,0
54,report,0
54,for,0
54,last,0
54,days,unit
55,give,0
55,me,0
55,report,0
55,for,0
55,last,0
55,week,unit
56,give,0
56,me,0
56,report,0
56,for,0
56,last,0
56,weeks,unit
57,give,0
57,me,0
57,report,0
57,for,0
57,last,0
57,month,unit
58,give,0
58,me,0
58,report,0
58,for,0
58,last,0
58,months,unit
59,give,0
59,me,0
59,report,0
59,for,0
59,last,0
59,year,unit
60,give,0
60,me,0
60,report,0
60,for,0
60,last,0
60,years,unit
61,give,0
61,me,0
61,report,0
61,for,0
61,last,0
61,hour,unit
62,give,0
62,me,0
62,report,0
62,for,0
62,last,0
62,hr,unit
63,give,0
63,me,0
63,report,0
63,for,0
63,last,0
63,day,unit
64,give,0
64,me,0
64,report,0
64,for,0
64,last,0
64,days,unit
65,give,0
65,me,0
65,report,0
65,for,0
65,last,0
65,week,unit
66,give,0
66,me,0
66,report,0
66,for,0
66,last,0
66,weeks,unit
67,give,0
67,me,0
67,report,0
67,for,0
67,last,0
67,month,unit
68,give,0
68,me,0
68,report,0
68,for,0
68,last,0
68,months,unit
69,give,0
69,me,0
69,report,0
69,for,0
69,last,0
69,year,unit
70,give,0
70,me,0
70,report,0
70,for,0
70,last,0
70,years,unit
71,give,0
71,me,0
71,report,0
71,for,0
71,last,0
71,hour,unit
72,give,0
72,me,0
72,report,0
72,for,0
72,last,0
72,hr,unit
73,give,0
73,me,0
73,report,0
73,for,0
73,last,0
73,day,unit
74,give,0
74,me,0
74,report,0
74,for,0
74,last,0
74,days,unit
75,give,0
75,me,0
75,report,0
75,for,0
75,last,0
75,week,unit
76,give,0
76,me,0
76,report,0
76,for,0
76,last,0
76,weeks,unit
77,give,0
77,me,0
77,report,0
77,for,0
77,last,0
77,month,unit
78,give,0
78,me,0
78,report,0
78,for,0
78,last,0
78,months,unit
79,give,0
79,me,0
79,report,0
79,for,0
79,last,0
79,year,unit
80,give,0
80,me,0
80,report,0
80,for,0
80,last,0
80,years,unit
81,give,0
81,me,0
81,report,0
81,for,0
81,last,0
81,hour,unit
82,give,0
82,me,0
82,report,0
82,for,0
82,last,0
82,hr,unit
83,give,0
83,me,0
83,report,0
83,for,0
83,last,0
83,day,unit
84,give,0
84,me,0
84,report,0
84,for,0
84,last,0
84,days,unit
85,give,0
85,me,0
85,report,0
85,for,0
85,last,0
85,week,unit
86,give,0
86,me,0
86,report,0
86,for,0
86,last,0
86,weeks,unit
87,give,0
87,me,0
87,report,0
87,for,0
87,last,0
87,month,unit
88,give,0
88,me,0
88,report,0
88,for,0
88,last,0
88,months,unit
89,give,0
89,me,0
89,report,0
89,for,0
89,last,0
89,year,unit
90,give,0
90,me,0
90,report,0
90,for,0
90,last,0
90,years,unit
91,give,0
91,me,0
91,report,0
91,for,0
91,last,0
91,hour,unit
92,give,0
92,me,0
92,report,0
92,for,0
92,last,0
92,hr,unit
93,give,0
93,me,0
93,report,0
93,for,0
93,last,0
93,day,unit
94,give,0
94,me,0
94,report,0
94,for,0
94,last,0
94,days,unit
95,give,0
95,me,0
95,report,0
95,for,0
95,last,0
95,week,unit
96,give,0
96,me,0
96,report,0
96,for,0
96,last,0
96,weeks,unit
97,give,0
97,me,0
97,report,0
97,for,0
97,last,0
97,month,unit
98,give,0
98,me,0
98,report,0
98,for,0
98,last,0
98,months,unit
99,give,0
99,me,0
99,report,0
99,for,0
99,last,0
99,year,unit
100,give,0
100,me,0
100,report,0
100,for,0
100,last,0
100,years,unit
101,give,0
101,me,0
101,report,0
101,for,0
101,last,0
101,hour,unit
102,give,0
102,me,0
102,report,0
102,for,0
102,last,0
102,hr,unit
103,give,0
103,me,0
103,report,0
103,for,0
103,last,0
103,day,unit
104,give,0
104,me,0
104,report,0
104,for,0
104,last,0
104,days,unit
105,give,0
105,me,0
105,report,0
105,for,0
105,last,0
105,week,unit
106,give,0
106,me,0
106,report,0
106,for,0
106,last,0
106,weeks,unit
107,give,0
107,me,0
107,report,0
107,for,0
107,last,0
107,month,unit
108,give,0
108,me,0
108,report,0
108,for,0
108,last,0
108,months,unit
109,give,0
109,me,0
109,report,0
109,for,0
109,last,0
109,year,unit
110,give,0
110,me,0
110,report,0
110,for,0
110,last,0
110,years,unit
111,give,0
111,me,0
111,report,0
111,for,0
111,last,0
111,hour,unit
112,give,0
112,me,0
112,report,0
112,for,0
112,last,0
112,hr,unit
113,give,0
113,me,0
113,report,0
113,for,0
113,last,0
113,day,unit
114,give,0
114,me,0
114,report,0
114,for,0
114,last,0
114,days,unit
115,give,0
115,me,0
115,report,0
115,for,0
115,last,0
115,week,unit
116,give,0
116,me,0
116,report,0
116,for,0
116,last,0
116,weeks,unit
117,give,0
117,me,0
117,report,0
117,for,0
117,last,0
117,month,unit
118,give,0
118,me,0
118,report,0
118,for,0
118,last,0
118,months,unit
119,give,0
119,me,0
119,report,0
119,for,0
119,last,0
119,year,unit
120,give,0
120,me,0
120,report,0
120,for,0
120,last,0
120,years,unit
121,give,0
121,me,0
121,report,0
121,for,0
121,last,0
121,hour,unit
122,give,0
122,me,0
122,report,0
122,for,0
122,last,0
122,hr,unit
123,give,0
123,me,0
123,report,0
123,for,0
123,last,0
123,day,unit
124,give,0
124,me,0
124,report,0
124,for,0
124,last,0
124,days,unit
125,give,0
125,me,0
125,report,0
125,for,0
125,last,0
125,week,unit
126,give,0
126,me,0
126,report,0
126,for,0
126,last,0
126,weeks,unit
127,give,0
127,me,0
127,report,0
127,for,0
127,last,0
127,month,unit
128,give,0
128,me,0
128,report,0
128,for,0
128,last,0
128,months,unit
129,give,0
129,me,0
129,report,0
129,for,0
129,last,0
129,year,unit
130,give,0
130,me,0
130,report,0
130,for,0
130,last,0
130,years,unit
131,give,0
131,me,0
131,report,0
131,for,0
131,last,0
131,hour,unit
132,give,0
132,me,0
132,report,0
132,for,0
132,last,0
132,hr,unit
133,give,0
133,me,0
133,report,0
133,for,0
133,last,0
133,day,unit
134,give,0
134,me,0
134,report,0
134,for,0
134,last,0
134,days,unit
135,give,0
135,me,0
135,report,0
135,for,0
135,last,0
135,week,unit
136,give,0
136,me,0
136,report,0
136,for,0
136,last,0
136,weeks,unit
137,give,0
137,me,0
137,report,0
137,for,0
137,last,0
137,month,unit
138,give,0
138,me,0
138,report,0
138,for,0
138,last,0
138,months,unit
139,give,0
139,me,0
139,report,0
139,for,0
139,last,0
139,year,unit
140,give,0
140,me,0
140,report,0
140,for,0
140,last,0
140,years,unit
141,give,0
141,me,0
141,report,0
141,for,0
141,last,0
141,hour,unit
142,give,0
142,me,0
142,report,0
142,for,0
142,last,0
142,hr,unit
143,give,0
143,me,0
143,report,0
143,for,0
143,last,0
143,day,unit
144,give,0
144,me,0
144,report,0
144,for,0
144,last,0
144,days,unit
145,give,0
145,me,0
145,report,0
145,for,0
145,last,0
145,week,unit
146,give,0
146,me,0
146,report,0
146,for,0
146,last,0
146,weeks,unit
147,give,0
147,me,0
147,report,0
147,for,0
147,last,0
147,month,unit
148,give,0
148,me,0
148,report,0
148,for,0
148,last,0
148,months,unit
149,give,0
149,me,0
149,report,0
149,for,0
149,last,0
149,year,unit
150,give,0
150,me,0
150,report,0
150,for,0
150,last,0
150,years,unit
151,give,0
151,me,0
151,report,0
151,for,0
151,last,0
151,hour,unit
152,give,0
152,me,0
152,report,0
152,for,0
152,last,0
152,hr,unit
153,give,0
153,me,0
153,report,0
153,for,0
153,last,0
153,day,unit
154,give,0
154,me,0
154,report,0
154,for,0
154,last,0
154,days,unit
155,give,0
155,me,0
155,report,0
155,for,0
155,last,0
155,week,unit
156,give,0
156,me,0
156,report,0
156,for,0
156,last,0
156,weeks,unit
157,give,0
157,me,0
157,report,0
157,for,0
157,last,0
157,month,unit
158,give,0
158,me,0
158,report,0
158,for,0
158,last,0
158,months,unit
159,give,0
159,me,0
159,report,0
159,for,0
159,last,0
159,year,unit
160,give,0
160,me,0
160,report,0
160,for,0
160,last,0
160,years,unit
161,give,0
161,me,0
161,report,0
161,for,0
161,last,0
161,hour,unit
162,give,0
162,me,0
162,report,0
162,for,0
162,last,0
162,hr,unit
163,give,0
163,me,0
163,report,0
163,for,0
163,last,0
163,day,unit
164,give,0
164,me,0
164,report,0
164,for,0
164,last,0
164,days,unit
165,give,0
165,me,0
165,report,0
165,for,0
165,last,0
165,week,unit
166,give,0
166,me,0
166,report,0
166,for,0
166,last,0
166,weeks,unit
167,give,0
167,me,0
167,report,0
167,for,0
167,last,0
167,month,unit
168,give,0
168,me,0
168,report,0
168,for,0
168,last,0
168,months,unit
169,give,0
169,me,0
169,report,0
169,for,0
169,last,0
169,year,unit
170,give,0
170,me,0
170,report,0
170,for,0
170,last,0
170,years,unit
171,give,0
171,me,0
171,report,0
171,for,0
171,last,0
171,hour,unit
172,give,0
172,me,0
172,report,0
172,for,0
172,last,0
172,hr,unit
173,give,0
173,me,0
173,report,0
173,for,0
173,last,0
173,day,unit
174,give,0
174,me,0
174,report,0
174,for,0
174,last,0
174,days,unit
175,give,0
175,me,0
175,report,0
175,for,0
175,last,0
175,week,unit
176,give,0
176,me,0
176,report,0
176,for,0
176,last,0
176,weeks,unit
177,give,0
177,me,0
177,report,0
177,for,0
177,last,0
177,month,unit
178,give,0
178,me,0
178,report,0
178,for,0
178,last,0
178,months,unit
179,give,0
179,me,0
179,report,0
179,for,0
179,last,0
179,year,unit
180,give,0
180,me,0
180,report,0
180,for,0
180,last,0
180,years,unit
181,give,0
181,me,0
181,report,0
181,for,0
181,last,0
181,hour,unit
182,give,0
182,me,0
182,report,0
182,for,0
182,last,0
182,hr,unit
183,give,0
183,me,0
183,report,0
183,for,0
183,last,0
183,day,unit
184,give,0
184,me,0
184,report,0
184,for,0
184,last,0
184,days,unit
185,give,0
185,me,0
185,report,0
185,for,0
185,last,0
185,week,unit
186,give,0
186,me,0
186,report,0
186,for,0
186,last,0
186,weeks,unit
187,give,0
187,me,0
187,report,0
187,for,0
187,last,0
187,month,unit
188,give,0
188,me,0
188,report,0
188,for,0
188,last,0
188,months,unit
189,give,0
189,me,0
189,report,0
189,for,0
189,last,0
189,year,unit
190,give,0
190,me,0
190,report,0
190,for,0
190,last,0
190,years,unit
191,give,0
191,me,0
191,report,0
191,for,0
191,last,0
191,hour,unit
192,give,0
192,me,0
192,report,0
192,for,0
192,last,0
192,hr,unit
193,give,0
193,me,0
193,report,0
193,for,0
193,last,0
193,day,unit
194,give,0
194,me,0
194,report,0
194,for,0
194,last,0
194,days,unit
195,give,0
195,me,0
195,report,0
195,for,0
195,last,0
195,week,unit
196,give,0
196,me,0
196,report,0
196,for,0
196,last,0
196,weeks,unit
197,give,0
197,me,0
197,report,0
197,for,0
197,last,0
197,month,unit
198,give,0
198,me,0
198,report,0
198,for,0
198,last,0
198,months,unit
199,give,0
199,me,0
199,report,0
199,for,0
199,last,0
199,year,unit
200,give,0
200,me,0
200,report,0
200,for,0
200,last,0
200,years,unit
201,give,0
201,me,0
201,report,0
201,for,0
201,last,0
201,hour,unit
202,give,0
202,me,0
202,report,0
202,for,0
202,last,0
202,hr,unit
203,give,0
203,me,0
203,report,0
203,for,0
203,last,0
203,day,unit
204,give,0
204,me,0
204,report,0
204,for,0
204,last,0
204,days,unit
205,give,0
205,me,0
205,report,0
205,for,0
205,last,0
205,week,unit
206,give,0
206,me,0
206,report,0
206,for,0
206,last,0
206,weeks,unit
207,give,0
207,me,0
207,report,0
207,for,0
207,last,0
207,month,unit
208,give,0
208,me,0
208,report,0
208,for,0
208,last,0
208,months,unit
209,give,0
209,me,0
209,report,0
209,for,0
209,last,0
209,year,unit
210,give,0
210,me,0
210,report,0
210,for,0
210,last,0
210,years,unit
211,give,0
211,me,0
211,report,0
211,for,0
211,last,0
211,hour,unit
212,give,0
212,me,0
212,report,0
212,for,0
212,last,0
212,hr,unit
213,give,0
213,me,0
213,report,0
213,for,0
213,last,0
213,day,unit
214,give,0
214,me,0
214,report,0
214,for,0
214,last,0
214,days,unit
215,give,0
215,me,0
215,report,0
215,for,0
215,last,0
215,week,unit
216,give,0
216,me,0
216,report,0
216,for,0
216,last,0
216,weeks,unit
217,give,0
217,me,0
217,report,0
217,for,0
217,last,0
217,month,unit
218,give,0
218,me,0
218,report,0
218,for,0
218,last,0
218,months,unit
219,give,0
219,me,0
219,report,0
219,for,0
219,last,0
219,year,unit
220,give,0
220,me,0
220,report,0
220,for,0
220,last,0
220,years,unit
221,give,0
221,me,0
221,report,0
221,for,0
221,last,0
221,hour,unit
222,give,0
222,me,0
222,report,0
222,for,0
222,last,0
222,hr,unit
223,give,0
223,me,0
223,report,0
223,for,0
223,last,0
223,day,unit
224,give,0
224,me,0
224,report,0
224,for,0
224,last,0
224,days,unit
225,give,0
225,me,0
225,report,0
225,for,0
225,last,0
225,week,unit
226,give,0
226,me,0
226,report,0
226,for,0
226,last,0
226,weeks,unit
227,give,0
227,me,0
227,report,0
227,for,0
227,last,0
227,month,unit
228,give,0
228,me,0
228,report,0
228,for,0
228,last,0
228,months,unit
229,give,0
229,me,0
229,report,0
229,for,0
229,last,0
229,year,unit
230,give,0
230,me,0
230,report,0
230,for,0
230,last,0
230,years,unit
231,give,0
231,me,0
231,report,0
231,for,0
231,last,0
231,hour,unit
232,give,0
232,me,0
232,report,0
232,for,0
232,last,0
232,hr,unit
233,give,0
233,me,0
233,report,0
233,for,0
233,last,0
233,day,unit
234,give,0
234,me,0
234,report,0
234,for,0
234,last,0
234,days,unit
235,give,0
235,me,0
235,report,0
235,for,0
235,last,0
235,week,unit
236,give,0
236,me,0
236,report,0
236,for,0
236,last,0
236,weeks,unit
237,give,0
237,me,0
237,report,0
237,for,0
237,last,0
237,month,unit
238,give,0
238,me,0
238,report,0
238,for,0
238,last,0
238,months,unit
239,give,0
239,me,0
239,report,0
239,for,0
239,last,0
239,year,unit
240,give,0
240,me,0
240,report,0
240,for,0
240,last,0
240,years,unit
241,give,0
241,me,0
241,report,0
241,for,0
241,last,0
241,hour,unit
242,give,0
242,me,0
242,report,0
242,for,0
242,last,0
242,hr,unit
243,give,0
243,me,0
243,report,0
243,for,0
243,last,0
243,day,unit
244,give,0
244,me,0
244,report,0
244,for,0
244,last,0
244,days,unit
245,give,0
245,me,0
245,report,0
245,for,0
245,last,0
245,week,unit
246,give,0
246,me,0
246,report,0
246,for,0
246,last,0
246,weeks,unit
247,give,0
247,me,0
247,report,0
247,for,0
247,last,0
247,month,unit
248,give,0
248,me,0
248,report,0
248,for,0
248,last,0
248,months,unit
249,give,0
249,me,0
249,report,0
249,for,0
249,last,0
249,year,unit
250,give,0
250,me,0
250,report,0
250,for,0
250,last,0
250,years,unit
251,give,0
251,me,0
251,report,0
251,for,0
251,last,0
251,hour,unit
252,give,0
252,me,0
252,report,0
252,for,0
252,last,0
252,hr,unit
253,give,0
253,me,0
253,report,0
253,for,0
253,last,0
253,day,unit
254,give,0
254,me,0
254,report,0
254,for,0
254,last,0
254,days,unit
255,give,0
255,me,0
255,report,0
255,for,0
255,last,0
255,week,unit
256,give,0
256,me,0
256,report,0
256,for,0
256,last,0
256,weeks,unit
257,give,0
257,me,0
257,report,0
257,for,0
257,last,0
257,month,unit
258,give,0
258,me,0
258,report,0
258,for,0
258,last,0
258,months,unit
259,give,0
259,me,0
259,report,0
259,for,0
259,last,0
259,year,unit
260,give,0
260,me,0
260,report,0
260,for,0
260,last,0
260,years,unit
261,give,0
261,me,0
261,report,0
261,for,0
261,last,0
261,hour,unit
262,give,0
262,me,0
262,report,0
262,for,0
262,last,0
262,hr,unit
263,give,0
263,me,0
263,report,0
263,for,0
263,last,0
263,day,unit
264,give,0
264,me,0
264,report,0
264,for,0
264,last,0
264,days,unit
265,give,0
265,me,0
265,report,0
265,for,0
265,last,0
265,week,unit
266,give,0
266,me,0
266,report,0
266,for,0
266,last,0
266,weeks,unit
267,give,0
267,me,0
267,report,0
267,for,0
267,last,0
267,month,unit
268,give,0
268,me,0
268,report,0
268,for,0
268,last,0
268,months,unit
269,give,0
269,me,0
269,report,0
269,for,0
269,last,0
269,year,unit
270,give,0
270,me,0
270,report,0
270,for,0
270,last,0
270,years,unit
271,give,0
271,me,0
271,report,0
271,for,0
271,last,0
271,hour,unit
272,give,0
272,me,0
272,report,0
272,for,0
272,last,0
272,hr,unit
273,give,0
273,me,0
273,report,0
273,for,0
273,last,0
273,day,unit
274,give,0
274,me,0
274,report,0
274,for,0
274,last,0
274,days,unit
275,give,0
275,me,0
275,report,0
275,for,0
275,last,0
275,week,unit
276,give,0
276,me,0
276,report,0
276,for,0
276,last,0
276,weeks,unit
277,give,0
277,me,0
277,report,0
277,for,0
277,last,0
277,month,unit
278,give,0
278,me,0
278,report,0
278,for,0
278,last,0
278,months,unit
279,give,0
279,me,0
279,report,0
279,for,0
279,last,0
279,year,unit
280,give,0
280,me,0
280,report,0
280,for,0
280,last,0
280,years,unit
281,give,0
281,me,0
281,report,0
281,for,0
281,last,0
281,hour,unit
282,give,0
282,me,0
282,report,0
282,for,0
282,last,0
282,hr,unit
283,give,0
283,me,0
283,report,0
283,for,0
283,last,0
283,day,unit
284,give,0
284,me,0
284,report,0
284,for,0
284,last,0
284,days,unit
285,give,0
285,me,0
285,report,0
285,for,0
285,last,0
285,week,unit
286,give,0
286,me,0
286,report,0
286,for,0
286,last,0
286,weeks,unit
287,give,0
287,me,0
287,report,0
287,for,0
287,last,0
287,month,unit
288,give,0
288,me,0
288,report,0
288,for,0
288,last,0
288,months,unit
289,give,0
289,me,0
289,report,0
289,for,0
289,last,0
289,year,unit
290,give,0
290,me,0
290,report,0
290,for,0
290,last,0
290,years,unit
291,give,0
291,me,0
291,report,0
291,for,0
291,last,0
291,hour,unit
292,give,0
292,me,0
292,report,0
292,for,0
292,last,0
292,hr,unit
293,give,0
293,me,0
293,report,0
293,for,0
293,last,0
293,day,unit
294,give,0
294,me,0
294,report,0
294,for,0
294,last,0
294,days,unit
295,give,0
295,me,0
295,report,0
295,for,0
295,last,0
295,week,unit
296,give,0
296,me,0
296,report,0
296,for,0
296,last,0
296,weeks,unit
297,give,0
297,me,0
297,report,0
297,for,0
297,last,0
297,month,unit
298,give,0
298,me,0
298,report,0
298,for,0
298,last,0
298,months,unit
299,give,0
299,me,0
299,report,0
299,for,0
299,last,0
299,year,unit
300,give,0
300,me,0
300,report,0
300,for,0
300,last,0
300,years,unit
301,give,0
301,me,0
301,report,0
301,for,0
301,last,0
301,hour,unit
302,give,0
302,me,0
302,report,0
302,for,0
302,last,0
302,hr,unit
303,give,0
303,me,0
303,report,0
303,for,0
303,last,0
303,day,unit
304,give,0
304,me,0
304,report,0
304,for,0
304,last,0
304,days,unit
305,give,0
305,me,0
305,report,0
305,for,0
305,last,0
305,week,unit
306,give,0
306,me,0
306,report,0
306,for,0
306,last,0
306,weeks,unit
307,give,0
307,me,0
307,report,0
307,for,0
307,last,0
307,month,unit
308,give,0
308,me,0
308,report,0
308,for,0
308,last,0
308,months,unit
309,give,0
309,me,0
309,report,0
309,for,0
309,last,0
309,year,unit
310,give,0
310,me,0
310,report,0
310,for,0
310,last,0
310,years,unit
311,give,0
311,me,0
311,report,0
311,for,0
311,last,0
311,hour,unit
312,give,0
312,me,0
312,report,0
312,for,0
312,last,0
312,hr,unit
313,give,0
313,me,0
313,report,0
313,for,0
313,last,0
313,day,unit
314,give,0
314,me,0
314,report,0
314,for,0
314,last,0
314,days,unit
315,give,0
315,me,0
315,report,0
315,for,0
315,last,0
315,week,unit
316,give,0
316,me,0
316,report,0
316,for,0
316,last,0
316,weeks,unit
317,give,0
317,me,0
317,report,0
317,for,0
317,last,0
317,month,unit
318,give,0
318,me,0
318,report,0
318,for,0
318,last,0
318,months,unit
319,give,0
319,me,0
319,report,0
319,for,0
319,last,0
319,year,unit
320,give,0
320,me,0
320,report,0
320,for,0
320,last,0
320,years,unit
321,give,0
321,me,0
321,report,0
321,for,0
321,last,0
321,hour,unit
322,give,0
322,me,0
322,report,0
322,for,0
322,last,0
322,hr,unit
323,give,0
323,me,0
323,report,0
323,for,0
323,last,0
323,day,unit
324,give,0
324,me,0
324,report,0
324,for,0
324,last,0
324,days,unit
325,give,0
325,me,0
325,report,0
325,for,0
325,last,0
325,week,unit
326,give,0
326,me,0
326,report,0
326,for,0
326,last,0
326,weeks,unit
327,give,0
327,me,0
327,report,0
327,for,0
327,last,0
327,month,unit
328,give,0
328,me,0
328,report,0
328,for,0
328,last,0
328,months,unit
329,give,0
329,me,0
329,report,0
329,for,0
329,last,0
329,year,unit
330,give,0
330,me,0
330,report,0
330,for,0
330,last,0
330,years,unit
331,give,0
331,me,0
331,report,0
331,for,0
331,last,0
331,hour,unit
332,give,0
332,me,0
332,report,0
332,for,0
332,last,0
332,hr,unit
333,give,0
333,me,0
333,report,0
333,for,0
333,last,0
333,day,unit
334,give,0
334,me,0
334,report,0
334,for,0
334,last,0
334,days,unit
335,give,0
335,me,0
335,report,0
335,for,0
335,last,0
335,week,unit
336,give,0
336,me,0
336,report,0
336,for,0
336,last,0
336,weeks,unit
337,give,0
337,me,0
337,report,0
337,for,0
337,last,0
337,month,unit
338,give,0
338,me,0
338,report,0
338,for,0
338,last,0
338,months,unit
339,give,0
339,me,0
339,report,0
339,for,0
339,last,0
339,year,unit
340,give,0
340,me,0
340,report,0
340,for,0
340,last,0
340,years,unit
341,give,0
341,me,0
341,report,0
341,for,0
341,last,0
341,hour,unit
342,give,0
342,me,0
342,report,0
342,for,0
342,last,0
342,hr,unit
343,give,0
343,me,0
343,report,0
343,for,0
343,last,0
343,day,unit
344,give,0
344,me,0
344,report,0
344,for,0
344,last,0
344,days,unit
345,give,0
345,me,0
345,report,0
345,for,0
345,last,0
345,week,unit
346,give,0
346,me,0
346,report,0
346,for,0
346,last,0
346,weeks,unit
347,give,0
347,me,0
347,report,0
347,for,0
347,last,0
347,month,unit
348,give,0
348,me,0
348,report,0
348,for,0
348,last,0
348,months,unit
349,give,0
349,me,0
349,report,0
349,for,0
349,last,0
349,year,unit
350,give,0
350,me,0
350,report,0
350,for,0
350,last,0
350,years,unit
351,give,0
351,me,0
351,report,0
351,for,0
351,last,0
351,hour,unit
352,give,0
352,me,0
352,report,0
352,for,0
352,last,0
352,hr,unit
353,give,0
353,me,0
353,report,0
353,for,0
353,last,0
353,day,unit
354,give,0
354,me,0
354,report,0
354,for,0
354,last,0
354,days,unit
355,give,0
355,me,0
355,report,0
355,for,0
355,last,0
355,week,unit
356,give,0
356,me,0
356,report,0
356,for,0
356,last,0
356,weeks,unit
357,give,0
357,me,0
357,report,0
357,for,0
357,last,0
357,month,unit
358,give,0
358,me,0
358,report,0
358,for,0
358,last,0
358,months,unit
359,give,0
359,me,0
359,report,0
359,for,0
359,last,0
359,year,unit
360,give,0
360,me,0
360,report,0
360,for,0
360,last,0
360,years,unit
361,give,0
361,me,0
361,report,0
361,for,0
361,last,0
361,hour,unit
362,give,0
362,me,0
362,report,0
362,for,0
362,last,0
362,hr,unit
363,give,0
363,me,0
363,report,0
363,for,0
363,last,0
363,day,unit
364,give,0
364,me,0
364,report,0
364,for,0
364,last,0
364,days,unit
365,give,0
365,me,0
365,report,0
365,for,0
365,last,0
365,week,unit
366,give,0
366,me,0
366,report,0
366,for,0
366,last,0
366,weeks,unit
367,give,0
367,me,0
367,report,0
367,for,0
367,last,0
367,month,unit
368,give,0
368,me,0
368,report,0
368,for,0
368,last,0
368,months,unit
369,give,0
369,me,0
369,report,0
369,for,0
369,last,0
369,year,unit
370,give,0
370,me,0
370,report,0
370,for,0
370,last,0
370,years,unit
371,give,0
371,me,0
371,report,0
371,for,0
371,last,0
371,hour,unit
372,give,0
372,me,0
372,report,0
372,for,0
372,last,0
372,hr,unit
373,give,0
373,me,0
373,report,0
373,for,0
373,last,0
373,day,unit
374,give,0
374,me,0
374,report,0
